DLF,https://st01.sslstream.dlf.de/dlf/01/128/mp3/stream.mp3
DLF Nova,https://st03.sslstream.dlf.de/dlf/03/128/mp3/stream.mp3
NDR Blue,https://ndr-ndrblue-live.sslcast.addradio.de/ndr/ndrblue/live/mp3/128/stream.mp3
Lounge FM,http://62.138.147.36:8010/digital.mp3
KISS FM 80s,http://kissfm80s.ice.infomaniak.ch/kissfm80s-96.aac
Kinderradio,https://stream.laut.fm/kinderradio
Die Maus,http://addrad.io/4455g4k
